NOMEUC;CODUC;PROCESSO;EMPREENDIMENTO;EMPREENDEDOR;DESTINACAO;APLICACAO;ACAODEST;ACAOAPL;REUNIAO;TIPO;DATA
ESTAÇÃO ECOLÓGICA DA GUANABARA;0000.00.0263;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL;0000.33.0728;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES;0000.33.0736;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
PARQUE ESTADUAL DA SERRA DO MAR;0000.35.0798;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
ESTAÇÃO ECOLÓGICA CHAÚAS;0000.35.0817;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
PARQUE ESTADUAL XIXOVÁ-JAPUÍ;0000.35.0833;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS;0000.35.0834;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
PARQUE ESTADUAL DA ILHA DO CARDOSO;0000.35.0841;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
PARQUE ESTADUAL DE ILHABELA;0000.35.0855;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
PARQUE ESTADUAL DA ILHA ANCHIETA;0000.35.0856;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS;0000.35.0862;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;141613,61;;0;;70;O;08/15/18
PARQUE ESTADUAL DA SERRA DA TIRIRICA;0000.33.1476;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
PARQUE ESTADUAL DA ILHA GRANDE;0000.33.1477;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
PARQUE ESTADUAL DO DESENGANO;0000.33.1479;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA;0000.33.1481;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;0000.33.1482;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO PARAÍBA DO SUL;0000.00.1521;02001.002589/2014-18;DUTO OCVAP I E II;PETROBRAS;;234748,66;;6;70;O;08/15/18
PARQUE ESTADUAL DO ITINGUÇU;0000.35.1677;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
PARQUE ESTADUAL LAGAMAR DE CANANEIA;0000.35.1678;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
PARQUE ESTADUAL DO PRELADO;0000.35.1679;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA;0000.35.1681;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
REFúGIO DE VIDA SILVESTRE DE UNA;0000.00.1880;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
PARQUE NACIONAL DA SERRA DAS LONTRAS;0000.00.1909;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;0000.00.1911;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
PARQUE ESTADUAL RESTINGA DE BERTIOGA;0000.35.1964;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;30769,23;;0;;70;O;08/15/18
RESERVA BIOLÓGICA BOM JESUS;0000.00.2634;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
PARQUE ESTADUAL DA LAGOA DO AÇU;0000.33.2721;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
PARQUE ESTADUAL DA COSTA DO SOL;0000.33.2732;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS;0000.00.2874;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
PARQUE ESTADUAL DO MENDANHA;0000.33.2904;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;44444,44;;0;;70;O;08/15/18
PARQUE NACIONAL GUARICANA;0000.00.3137;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
REFÚGIO DE VIDA SILVESTRE MUNICIPAL DAS SERRAS DE MARICÁ;0270.33.3270;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;474710,38;;0;;70;O;08/15/18
REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;0000.00.3432;02001.002589/2015-91;PERFURAÇÃO NOS BLOCOS BM-S-56/BM-S-57/BM-S-58/BM-S-59;PETROBRAS;110844,38;;0;;70;O;08/15/18
ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE;0000.29.0302;02001.008311/2012- 84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;;4000000;;6;71;O;08/29/18
PARQUE ESTADUAL DA SERRA DO MAR;0000.35.0798;02001.104388/2017-99;FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal;PETROBRAS;;3400000;;3;71;O;08/29/18
PARQUE ESTADUAL DA SERRA DO MAR;0000.35.0798;02001.008311/2012- 84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;;1000000;;1;71;O;08/29/18
PARQUE ESTADUAL DA SERRA DO MAR;0000.35.0798;02001.004292/2015-60;Etapa 2: FPSO Cidade de Itaguaí, Desenvolvimento de Produção no Campo de Lula, Área de Iracema Norte;PETROBRAS;;3422183,4;;3;71;O;08/29/18
PARQUE ESTADUAL DA SERRA DO MAR;0000.35.0798;02001.004292/2015-60;Etapa 2: FPSO Cidade de Itaguaí, Desenvolvimento de Produção no Campo de Lula, Área de Iracema Norte;PETROBRAS;;1000000;;1;71;O;08/29/18
ESTAÇÃO ECOLÓGICA DE PAULO DE FARIA;0000.35.0807;02001.001440/2017-56;Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul;VALEC - Engenharia, Construções e Ferrovias S.A.;;500000;;3;71;O;08/29/18
ESTAÇÃO ECOLÓGICA CHAÚAS;0000.35.0817;02001.104388/2017-99;FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal;PETROBRAS;;500000;;3;71;O;08/29/18
ESTAÇÃO ECOLÓGICA BANANAL;0000.35.0820;02001.007017/2012-55;PCH BRAÇO;PEQUENA CENTRAL HIDROELETRICA RIO DO BRAÇO S.A;;138989,91;;3;71;O;08/29/18
PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS;0000.35.0834;02001.000447/2016-70;COMPENSAÇÃO AMBIENTAL TESTE DE LONGA DURAÇÃO NE DE TUPI;PETROBRAS;;335302,48;;3;71;O;08/29/18
PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS;0000.35.0834;02001.003518/2016-96;PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO CARAGUATATUBA LAPA-NORDESTE;PETROBRAS;;937500;;3;71;O;08/29/18
PARQUE ESTADUAL DA ILHA DO CARDOSO;0000.35.0841;02001.003518/2016-96;PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO CARAGUATATUBA LAPA-NORDESTE;PETROBRAS;;337500;;2;71;O;08/29/18
PARQUE ESTADUAL DA CAMPINA DO ENCANTADO;0000.35.0854;02001.104388/2017-99;FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal;PETROBRAS;;300000;;3;71;O;08/29/18
PARQUE ESTADUAL DE ILHABELA;0000.35.0855;02001.008311/2012- 84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;;1000000;;2;71;O;08/29/18
PARQUE ESTADUAL DE ILHABELA;0000.35.0855;02001.003482/2015-60;FPWSO Dynamic Producer, TLD de Franco;PETROBRAS;;193242,83;;1;71;O;08/29/18
PARQUE ESTADUAL DE ILHABELA;0000.35.0855;02001.104388/2017-99;FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal;PETROBRAS;;500000;;3;71;O;08/29/18
PARQUE ESTADUAL DA ILHA ANCHIETA;0000.35.0856;02001.008311/2012- 84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;;1000000;;2;71;O;08/29/18
ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS;0000.35.0862;02001.007074/2014-04;FPSO Cidade de Ilhabela - DP Sapinhoá - Etapa 2 do Pré-Sal;PETROBRAS;;1000000;;2;71;O;08/29/18
ESTAÇÃO ECOLÓGICA VALINHOS;0000.35.0863;02001.004364/2004-16;GASODUTO CAMPINAS - RIO;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;;150000;;3;71;O;08/29/18
ESTAÇÃO ECOLÓGICA DE BAURU;0000.35.0909;02001.004364/2004-16;GASODUTO CAMPINAS - RIO;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;;180000;;3;71;O;08/29/18
PARQUE ESTADUAL DO ITINGUÇU;0000.35.1677;02001.003518/2016-96;PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO CARAGUATATUBA LAPA-NORDESTE;PETROBRAS;;537500;;1;71;O;08/29/18
PARQUE ESTADUAL LAGAMAR DE CANANEIA;0000.35.1678;02001.007074/2014-04;FPSO Cidade de Ilhabela - DP Sapinhoá - Etapa 2 do Pré-Sal;PETROBRAS;;500000;;3;71;O;08/29/18
REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA;0000.35.1681;02001.104388/2017-99;FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal;PETROBRAS;;300000;;3;71;O;08/29/18
APA SILVEIRAS;0000.35.1717;02001.004364/2004-16;GASODUTO CAMPINAS - RIO;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;;310642,43;;6;71;O;08/29/18
APA SISTEMA CANTAREIRA;0000.35.1718;02001.004364/2004-16;GASODUTO CAMPINAS - RIO;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;;40000;;6;71;O;08/29/18
APA MARINHA DO LITORAL CENTRO;0000.35.1723;02001.007074/2014-04;FPSO Cidade de Ilhabela - DP Sapinhoá - Etapa 2 do Pré-Sal;PETROBRAS;;750000;;6;71;O;08/29/18
PARQUE ESTADUAL RESTINGA DE BERTIOGA;0000.35.1964;02001.104388/2017-99;FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal;PETROBRAS;;500000;;3;71;O;08/29/18
PARQUE ESTADUAL DO RIO TURVO;0000.35.1969;02001.003518/2016-96;PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO CARAGUATATUBA LAPA-NORDESTE;PETROBRAS;;937500;;3;71;O;08/29/18
APA PIRACICABA JUQUERI MIRIM ÁREA I;0000.35.1974;02001.004364/2004-16;GASODUTO CAMPINAS - RIO;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;;40000;;6;71;O;08/29/18
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU;0000.00.0004;02001.107980/2017-42;LT 500 kV SE Luziânia - SE Brasília Leste, C1 e C2 e Substações Associadas;VALE DO SÃO BARTOLOMEU TRANSMISSORA DE ENERGIA S.A.;289337,16;;0;;72;O;09/26/18
ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL;0000.00.0023;02001.107980/2017-42;LT 500 kV SE Luziânia - SE Brasília Leste, C1 e C2 e Substações Associadas;VALE DO SÃO BARTOLOMEU TRANSMISSORA DE ENERGIA S.A.;700000;;0;;72;O;09/26/18
FLORESTA NACIONAL DE BRASÍLIA;0000.00.0086;02001.107980/2017-42;LT 500 kV SE Luziânia - SE Brasília Leste, C1 e C2 e Substações Associadas;VALE DO SÃO BARTOLOMEU TRANSMISSORA DE ENERGIA S.A.;457348,65;;3;;72;O;09/26/18
FLORESTA NACIONAL DE SARACÁ-TAQUERA;0000.00.0109;02001.001629/2005-13;EXTRACAO E EMBARQUE DE BAUXITA NO PLATO PERIQUITO-PROJETO TROMBETAS;MINERAÇÃO RIO DO NORTE S.A;21222,8;;3;;72;O;09/26/18
PARQUE NACIONAL DA SERRA DO ITAJAÍ;0000.00.0150;02001.004482/2014-04;CONTORNO RODOVIÁRIO DE FLORIANÓPOLIS;AUTOPISTA LITORAL SUL S.A.;1768381,6;;1;;72;O;09/26/18
ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA;0000.29.0312;02001.003137/2015-26;ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334);VALEC - Engenharia, Construções e Ferrovias S.A.;;1000000;;6;72;O;09/26/18
PARQUE ESTADUAL DE IBIPORÃ;0000.41.0504;02001.006654/2004-02;LINHA DE TRANSMISSÃO LONDRINA - ARARAQUARA 525 KV;ATE TRANSMISSORA DE ENERGIA S/A;;82400;;3;72;O;09/26/18
PARQUE ESTADUAL DE CAMPINHOS;0000.41.0513;02001.000450/2016-93;COMP AMBI LT 500KV ITATIBA-BATÉIAS ARARAQUARA2-ITATIBA ARARAQUARA2-FERNÃO DIAS E SUBEST;MATA DE SANTA GENEBRA TRANSMISSÃO SA;;300000;;1;72;O;09/26/18
PARQUE ESTADUAL DA MATA DO GODOY;0000.41.0527;02001.006654/2004-02;LINHA DE TRANSMISSÃO LONDRINA - ARARAQUARA 525 KV;ATE TRANSMISSORA DE ENERGIA S/A;;86600;;3;72;O;09/26/18
PARQUE ESTADUAL ACARAI;0000.42.0791;02001.001642/2016-17;TESC - TERMINAL DE SANTA CATARINA - DRAGAGEM DE APROFUNDAMENTO;TESC;;11875;;3;72;O;09/26/18
PARQUE ESTADUAL DO TURVO;0000.43.1018;02001.118655/2017-13;LT Foz do Chapecó - Pinhalzinho 2, C1;FRONTEIRA OESTE TRANSMISSORA DE ENERGIA S.A.;54173,84;;2;;72;O;09/26/18
PARQUE ESTADUAL DO RIO VERMELHO;0000.42.1844;02001.004482/2014-04;CONTORNO RODOVIÁRIO DE FLORIANÓPOLIS;AUTOPISTA LITORAL SUL S.A.;367095,4;;0;;72;O;09/26/18
PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS;0000.21.1886;02001.006751/2015-40;PROJETO DE EXPLOTAÇÃO DE MATERIAL BIODEDRÍTICO MARINHO NO MUNICÍPIO DE TUTÓIA/MA;OCEANA MINERAIS MARINHOS LTDA;31652,1;;0;;72;O;09/26/18
PARQUE ESTADUAL DA COSTA DO SOL;0000.33.2732;02001.000446/2016-25;GASODUTO LULA NORTE - LULA SUL E LULA EXTREMO SUL;PETROBRAS;;700000;;3;72;O;09/26/18
PARQUE NATURAL MUNICIPAL DO MORRO DA CRUZ;0540.42.3029;02001.004482/2014-04;CONTORNO RODOVIÁRIO DE FLORIANÓPOLIS;AUTOPISTA LITORAL SUL S.A.;200000;;0;;72;O;09/26/18
PARQUE NATURAL MUNICIPAL SERRA DE SÃO MIGUEL;0230.42.3536;02001.004482/2014-04;CONTORNO RODOVIÁRIO DE FLORIANÓPOLIS;AUTOPISTA LITORAL SUL S.A.;300000;;0;;72;O;09/26/18
MONUMENTO NATURAL DAS ILHAS DE TRINDADE, MARTIM VAZ E DO MONTE COLUMBIA;0000.00.3642;02001.002589/2015-91 ;Atividade de Perfuração Marítima nos Blocos BM-S-56, BM-S-57, BM-S-58 e BM-S-59, Bacia de Santos ;OGX;2500000;;3;;73;O;11/13/18
MONUMENTO NATURAL DO ARQUIPéLAGO DE SãO PEDRO E SãO PAULO;0000.00.3644;02001.002589/2015-91 ;Atividade de Perfuração Marítima nos Blocos BM-S-56, BM-S-57, BM-S-58 e BM-S-59, Bacia de Santos ;OGX;2598841,52;;3;;73;O;11/13/18
APA GUANDU-AÇU;0350.33.1872 ;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;280000;;2;73;O;11/13/18
APA GUANDU-AÇU;0350.33.1872 ;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;220000;;3;73;O;11/13/18
PARQUE ESTADUAL DO JALAPãO;0000.17.1486;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;250000;;1;73;O;11/13/18
PARQUE ESTADUAL DO LAJEADO;0000.17.1488;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;250000;;1;73;O;11/13/18
PARQUE ESTADUAL DO CANTãO;0000.17.1487;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;250000;;1;73;O;11/13/18
MONUMENTO NATURAL DAS ÁRVORES FOSSILIZADAS;0000.17.1489;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;250000;;1;73;O;11/13/18
PARQUE NACIONAL DE SÃO JOAQUIM;0000.00.0165;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;3000000;;1;73;O;11/13/18
PARQUE NACIONAL DE APARADOS DA SERRA;0000.00.0158;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;1398877,58;;1;73;O;11/13/18
PARQUE NACIONAL DA SERRA GERAL;0000.00.0153;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;3079569,58;;1;73;O;11/13/18
PARQUE NACIONAL DO ARAGUAIA;0000.00.0168;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;1000000;;3;73;O;11/13/18
ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;0000.00.0076;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;1000000;;3;73;O;11/13/18
PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;0000.00.0139;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;5000000;;1;73;O;11/13/18
PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;0000.00.0139;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;200000;;5;73;O;11/13/18
PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;0000.00.0139;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;1000000;;3;73;O;11/13/18
PARQUE NACIONAL GRANDE SERTÃO VEREDAS;0000.00.0183;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;3000000;;1;73;O;11/13/18
PARQUE NACIONAL DA SERRA DA CANASTRA;0000.00.0144;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;200000;;5;73;O;11/13/18
PARQUE NACIONAL DA SERRA DO GANDARELA;0000.00.3136;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;1000000;;3;73;O;11/13/18
REFUGIO DE VIDA SILVESTRE VEREDAS DO OESTE BAIANO;0000.00.0219;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;300000;;2;73;O;11/13/18
REFUGIO DE VIDA SILVESTRE VEREDAS DO OESTE BAIANO;0000.00.0219;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;1000000;;3;73;O;11/13/18
REFUGIO DE VIDA SILVESTRE VEREDAS DO OESTE BAIANO;0000.00.0219;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;200000;;5;73;O;11/13/18
PARQUE NACIONAL DA CHAPADA DAS MESAS;0000.00.0272;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;1000000;;3;73;O;11/13/18
PARQUE NACIONAL DA SERRA DO CIPÓ;0000.00.0148;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;200000;;5;73;O;11/13/18
PARQUE NACIONAL DAS EMAS;0000.00.0155;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;500000;;3;73;O;11/13/18
PARQUE NACIONAL DAS EMAS;0000.00.0155;02001.121054/2017-80;LT Xingu-Rio;XINGU RIO TRANSMISSORA DE ENERGIA S.A;;200000;;5;73;O;11/13/18
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA;0000.00.0029;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;1000000;;3;;73;O;11/13/18
ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA;0000.00.0019;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;1800000;;3;;73;O;11/13/18
ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA;0000.00.0019;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;200000;;5;;73;O;11/13/18
ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS;0000.21.1888;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;300000;;0;;73;O;11/13/18
PARQUE ESTADUAL BOTÂNICO DO CEARÁ;0000.23.1931;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;375000;;0;;73;O;11/13/18
PARQUE ESTADUAL DO COCÓ;0000.23.0963;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;375000;;0;;73;O;11/13/18
ESTAÇÃO ECOLÓGICA DO PÉCEM;0000.23.0952;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;375000;;0;;73;O;11/13/18
PARQUE ESTADUAL DAS CARNAÚBAS;0000.23.1933;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;375000;;0;;73;O;11/13/18
PARQUE NATURAL MUNICIPAL DAS DUNAS DA SABIAGUABA;0440.23.3295;02001.003634/2018-77 ;LT 500 KV Bacabeira – Pecém II;ARGO TRANSMISSAO DE ENERGIA S.A;100000;;0;;73;O;11/13/18
MONUMENTO NATURAL DAS ILHAS DE TRINDADE, MARTIM VAZ E DO MONTE COLUMBIA;0000.00.3642;02001.004643/2013-71;SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA;PETROBRAS;;1000000;;3;73;O;11/13/18
MONUMENTO NATURAL DO ARQUIPéLAGO DE SãO PEDRO E SãO PAULO;0000.00.3644;02001.004643/2013-71;SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA;PETROBRAS;;1000000;;3;73;O;11/13/18
ESTAÇÃO ECOLÓGICA DE CARIJÓS;0000.00.0052;02001.004643/2013-71;SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA;PETROBRAS;;2000000;;3;73;O;11/13/18
REFUGIO DE VIDA SILVESTRE ILHA DOS LOBOS;0000.00.0190;02001.004643/2013-71;SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA;PETROBRAS;;2000000;;3;73;O;11/13/18
REFúGIO DE VIDA SILVESTRE DE UNA;0000.00.1880;02001.004643/2013-71;SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA;PETROBRAS;;4000000;;1;73;O;11/13/18
